Time    Source  Destination PacketType  FlitID  PacketID    FlitPosition    IsHead  IsTail  
5938    61      59          ANY         7098    7098        0/0             1       1       
5939    62      23          ANY         7194    7194        0/0             1       1       
5941    1       14          ANY         95      95          0/0             1       1       
5942    6       18          ANY         255     255         0/0             1       1       
5944    7       20          ANY         351     351         0/0             1       1       
5945    9       17          ANY         447     447         0/0             1       1       
5947    10      55          ANY         543     543         0/0             1       1       
5948    13      57          ANY         639     639         0/0             1       1       
5950    16      14          ANY         735     735         0/0             1       1       
5952    18      14          ANY         831     831         0/0             1       1       
5953    19      35          ANY         927     927         0/0             1       1       
5955    20      27          ANY         1023    1023        0/0             1       1       
5956    23      53          ANY         1279    1279        0/0             1       1       
5958    26      28          ANY         1439    1439        0/0             1       1       
5959    27      20          ANY         1535    1535        0/0             1       1       
5961    28      33          ANY         1631    1631        0/0             1       1       
5962    29      6           ANY         1727    1727        0/0             1       1       
5964    30      28          ANY         1919    1919        0/0             1       1       
5966    33      58          ANY         2015    2015        0/0             1       1       
5967    34      35          ANY         2207    2207        0/0             1       1       
5969    35      33          ANY         2303    2303        0/0             1       1       
5970    36      20          ANY         2399    2399        0/0             1       1       
5972    37      55          ANY         2495    2495        0/0             1       1       
5973    38      28          ANY         2591    2591        0/0             1       1       
5975    39      55          ANY         2687    2687        0/0             1       1       
5977    40      16          ANY         2783    2783        0/0             1       1       
5978    41      15          ANY         3039    3039        0/0             1       1       
5980    42      14          ANY         3327    3327        0/0             1       1       
5981    43      30          ANY         3423    3423        0/0             1       1       
5983    44      3           ANY         3519    3519        0/0             1       1       
5984    45      54          ANY         5499    5499        0/0             1       1       
5986    46      30          ANY         5595    5595        0/0             1       1       
5988    47      55          ANY         5787    5787        0/0             1       1       
5989    48      30          ANY         5883    5883        0/0             1       1       
5991    49      32          ANY         6267    6267        0/0             1       1       
5992    54      44          ANY         6363    6363        0/0             1       1       
5994    56      21          ANY         6619    6619        0/0             1       1       
5995    57      18          ANY         7003    7003        0/0             1       1       
5997    61      59          ANY         7099    7099        0/0             1       1       
5998    62      23          ANY         7195    7195        0/0             1       1       
6000    20      32          ANY         1024    1024        0/0             1       1       
6002    23      28          ANY         1280    1280        0/0             1       1       
6003    29      20          ANY         1728    1728        0/0             1       1       
6005    33      14          ANY         2016    2016        0/0             1       1       
6006    40      46          ANY         2784    2784        0/0             1       1       
6008    41      20          ANY         3040    3040        0/0             1       1       
6009    44      3           ANY         3520    3520        0/0             1       1       
6011    46      35          ANY         5596    5596        0/0             1       1       
6012    48      42          ANY         5884    5884        0/0             1       1       
6014    54      49          ANY         6364    6364        0/0             1       1       
6016    56      33          ANY         6620    6620        0/0             1       1       
6017    20      32          ANY         1025    1025        0/0             1       1       
6019    23      28          ANY         1281    1281        0/0             1       1       
6020    29      20          ANY         1729    1729        0/0             1       1       
6022    33      14          ANY         2017    2017        0/0             1       1       
6023    40      46          ANY         2785    2785        0/0             1       1       
6025    41      20          ANY         3041    3041        0/0             1       1       
6027    44      3           ANY         3521    3521        0/0             1       1       
6028    46      35          ANY         5597    5597        0/0             1       1       
6030    48      42          ANY         5885    5885        0/0             1       1       
6031    54      49          ANY         6365    6365        0/0             1       1       
6033    56      33          ANY         6621    6621        0/0             1       1       
6034    20      32          ANY         1026    1026        0/0             1       1       
6036    23      28          ANY         1282    1282        0/0             1       1       
6038    29      20          ANY         1730    1730        0/0             1       1       
6039    33      14          ANY         2018    2018        0/0             1       1       
6041    40      46          ANY         2786    2786        0/0             1       1       
6042    41      20          ANY         3042    3042        0/0             1       1       
6044    44      3           ANY         3522    3522        0/0             1       1       
6045    46      35          ANY         5598    5598        0/0             1       1       
6047    48      42          ANY         5886    5886        0/0             1       1       
6048    54      49          ANY         6366    6366        0/0             1       1       
6050    56      33          ANY         6622    6622        0/0             1       1       
6052    20      32          ANY         1027    1027        0/0             1       1       
6053    23      28          ANY         1283    1283        0/0             1       1       
6055    29      20          ANY         1731    1731        0/0             1       1       
6056    33      14          ANY         2019    2019        0/0             1       1       
6058    40      46          ANY         2787    2787        0/0             1       1       
6059    41      20          ANY         3043    3043        0/0             1       1       
6061    44      3           ANY         3523    3523        0/0             1       1       
6062    46      35          ANY         5599    5599        0/0             1       1       
6064    48      42          ANY         5887    5887        0/0             1       1       
6066    54      49          ANY         6367    6367        0/0             1       1       
6067    56      33          ANY         6623    6623        0/0             1       1       
6069    20      32          ANY         1028    1028        0/0             1       1       
6070    23      28          ANY         1284    1284        0/0             1       1       
6072    29      20          ANY         1732    1732        0/0             1       1       
6073    33      14          ANY         2020    2020        0/0             1       1       
6075    40      46          ANY         2788    2788        0/0             1       1       
6077    41      20          ANY         3044    3044        0/0             1       1       
6078    44      3           ANY         3524    3524        0/0             1       1       
6080    46      35          ANY         5600    5600        0/0             1       1       
6081    48      42          ANY         5888    5888        0/0             1       1       
6083    54      49          ANY         6368    6368        0/0             1       1       
6084    56      33          ANY         6624    6624        0/0             1       1       
6086    20      32          ANY         1029    1029        0/0             1       1       
6088    23      28          ANY         1285    1285        0/0             1       1       
6089    29      20          ANY         1733    1733        0/0             1       1       
6091    33      14          ANY         2021    2021        0/0             1       1       
6092    40      46          ANY         2789    2789        0/0             1       1       
6094    41      20          ANY         3045    3045        0/0             1       1       
6095    44      3           ANY         3525    3525        0/0             1       1       
6097    46      35          ANY         5601    5601        0/0             1       1       
6098    48      42          ANY         5889    5889        0/0             1       1       
6100    54      49          ANY         6369    6369        0/0             1       1       
6102    56      33          ANY         6625    6625        0/0             1       1       
6103    20      32          ANY         1030    1030        0/0             1       1       
6105    23      28          ANY         1286    1286        0/0             1       1       
6106    29      20          ANY         1734    1734        0/0             1       1       
6108    33      14          ANY         2022    2022        0/0             1       1       
6109    40      46          ANY         2790    2790        0/0             1       1       
6111    41      20          ANY         3046    3046        0/0             1       1       
6112    44      3           ANY         3526    3526        0/0             1       1       
6114    46      35          ANY         5602    5602        0/0             1       1       
6116    48      42          ANY         5890    5890        0/0             1       1       
6117    54      49          ANY         6370    6370        0/0             1       1       
6119    56      33          ANY         6626    6626        0/0             1       1       
6120    20      32          ANY         1031    1031        0/0             1       1       
6122    23      28          ANY         1287    1287        0/0             1       1       
6123    29      20          ANY         1735    1735        0/0             1       1       
6125    33      14          ANY         2023    2023        0/0             1       1       
6127    40      46          ANY         2791    2791        0/0             1       1       
6128    41      20          ANY         3047    3047        0/0             1       1       
6130    44      3           ANY         3527    3527        0/0             1       1       
6131    46      35          ANY         5603    5603        0/0             1       1       
6133    48      42          ANY         5891    5891        0/0             1       1       
6134    54      49          ANY         6371    6371        0/0             1       1       
6136    56      33          ANY         6627    6627        0/0             1       1       
6138    20      32          ANY         1032    1032        0/0             1       1       
6139    23      28          ANY         1288    1288        0/0             1       1       
6141    29      20          ANY         1736    1736        0/0             1       1       
6142    33      14          ANY         2024    2024        0/0             1       1       
6144    40      46          ANY         2792    2792        0/0             1       1       
6145    41      20          ANY         3048    3048        0/0             1       1       
6147    44      3           ANY         3528    3528        0/0             1       1       
6148    46      35          ANY         5604    5604        0/0             1       1       
6150    48      42          ANY         5892    5892        0/0             1       1       
6152    54      49          ANY         6372    6372        0/0             1       1       
6153    56      33          ANY         6628    6628        0/0             1       1       
6155    20      32          ANY         1033    1033        0/0             1       1       
6156    23      28          ANY         1289    1289        0/0             1       1       
6158    29      20          ANY         1737    1737        0/0             1       1       
6159    33      14          ANY         2025    2025        0/0             1       1       
6161    40      46          ANY         2793    2793        0/0             1       1       
6162    41      20          ANY         3049    3049        0/0             1       1       
6164    44      3           ANY         3529    3529        0/0             1       1       
6166    46      35          ANY         5605    5605        0/0             1       1       
6167    48      42          ANY         5893    5893        0/0             1       1       
6169    54      49          ANY         6373    6373        0/0             1       1       
6170    56      33          ANY         6629    6629        0/0             1       1       
6172    20      32          ANY         1034    1034        0/0             1       1       
6173    23      28          ANY         1290    1290        0/0             1       1       
6175    29      20          ANY         1738    1738        0/0             1       1       
6177    33      14          ANY         2026    2026        0/0             1       1       
6178    40      46          ANY         2794    2794        0/0             1       1       
6180    41      20          ANY         3050    3050        0/0             1       1       
6181    44      3           ANY         3530    3530        0/0             1       1       
6183    46      35          ANY         5606    5606        0/0             1       1       
6184    48      42          ANY         5894    5894        0/0             1       1       
6186    54      49          ANY         6374    6374        0/0             1       1       
6188    56      33          ANY         6630    6630        0/0             1       1       
6189    20      32          ANY         1035    1035        0/0             1       1       
6191    23      28          ANY         1291    1291        0/0             1       1       
6192    29      20          ANY         1739    1739        0/0             1       1       
6194    33      14          ANY         2027    2027        0/0             1       1       
6195    40      46          ANY         2795    2795        0/0             1       1       
6197    41      20          ANY         3051    3051        0/0             1       1       
6198    44      3           ANY         3531    3531        0/0             1       1       
6200    46      35          ANY         5607    5607        0/0             1       1       
6202    48      42          ANY         5895    5895        0/0             1       1       
6203    54      49          ANY         6375    6375        0/0             1       1       
6205    56      33          ANY         6631    6631        0/0             1       1       
6206    20      32          ANY         1036    1036        0/0             1       1       
6208    23      28          ANY         1292    1292        0/0             1       1       
6209    29      20          ANY         1740    1740        0/0             1       1       
6211    33      14          ANY         2028    2028        0/0             1       1       
6212    40      46          ANY         2796    2796        0/0             1       1       
6214    41      20          ANY         3052    3052        0/0             1       1       
6216    44      6           ANY         3532    3532        0/0             1       1       
6217    46      35          ANY         5608    5608        0/0             1       1       
6219    48      42          ANY         5896    5896        0/0             1       1       
6220    54      49          ANY         6376    6376        0/0             1       1       
6222    56      33          ANY         6632    6632        0/0             1       1       
6223    20      32          ANY         1037    1037        0/0             1       1       
6225    23      28          ANY         1293    1293        0/0             1       1       
6227    29      20          ANY         1741    1741        0/0             1       1       
6228    33      14          ANY         2029    2029        0/0             1       1       
6230    40      46          ANY         2797    2797        0/0             1       1       
6231    41      20          ANY         3053    3053        0/0             1       1       
6233    44      6           ANY         3533    3533        0/0             1       1       
6234    46      35          ANY         5609    5609        0/0             1       1       
6236    48      42          ANY         5897    5897        0/0             1       1       
6238    54      49          ANY         6377    6377        0/0             1       1       
6239    56      33          ANY         6633    6633        0/0             1       1       
6241    20      32          ANY         1038    1038        0/0             1       1       
6242    23      28          ANY         1294    1294        0/0             1       1       
6244    29      20          ANY         1742    1742        0/0             1       1       
6245    33      14          ANY         2030    2030        0/0             1       1       
6247    40      46          ANY         2798    2798        0/0             1       1       
6248    41      20          ANY         3054    3054        0/0             1       1       
6250    44      6           ANY         3534    3534        0/0             1       1       
6252    46      35          ANY         5610    5610        0/0             1       1       
6253    48      42          ANY         5898    5898        0/0             1       1       
6255    54      49          ANY         6378    6378        0/0             1       1       
6256    56      33          ANY         6634    6634        0/0             1       1       
6258    20      32          ANY         1039    1039        0/0             1       1       
6259    23      28          ANY         1295    1295        0/0             1       1       
6261    29      20          ANY         1743    1743        0/0             1       1       
6262    33      14          ANY         2031    2031        0/0             1       1       
6264    40      46          ANY         2799    2799        0/0             1       1       
6266    41      20          ANY         3055    3055        0/0             1       1       
6267    44      6           ANY         3535    3535        0/0             1       1       
6269    46      35          ANY         5611    5611        0/0             1       1       
6270    48      42          ANY         5899    5899        0/0             1       1       
6272    54      49          ANY         6379    6379        0/0             1       1       
6273    56      33          ANY         6635    6635        0/0             1       1       
6275    20      32          ANY         1040    1040        0/0             1       1       
6277    23      28          ANY         1296    1296        0/0             1       1       
6278    29      20          ANY         1744    1744        0/0             1       1       
6280    33      14          ANY         2032    2032        0/0             1       1       
6281    40      46          ANY         2800    2800        0/0             1       1       
6283    41      20          ANY         3056    3056        0/0             1       1       
6284    44      6           ANY         3536    3536        0/0             1       1       
6286    46      35          ANY         5612    5612        0/0             1       1       
6288    48      42          ANY         5900    5900        0/0             1       1       
6289    54      49          ANY         6380    6380        0/0             1       1       
6291    56      33          ANY         6636    6636        0/0             1       1       
6292    20      32          ANY         1041    1041        0/0             1       1       
6294    23      28          ANY         1297    1297        0/0             1       1       
6295    29      20          ANY         1745    1745        0/0             1       1       
6297    33      14          ANY         2033    2033        0/0             1       1       
6298    40      46          ANY         2801    2801        0/0             1       1       
6300    41      20          ANY         3057    3057        0/0             1       1       
6302    44      6           ANY         3537    3537        0/0             1       1       
6303    46      35          ANY         5613    5613        0/0             1       1       
6305    48      42          ANY         5901    5901        0/0             1       1       
6306    54      49          ANY         6381    6381        0/0             1       1       
6308    56      33          ANY         6637    6637        0/0             1       1       
6309    20      32          ANY         1042    1042        0/0             1       1       
6311    23      28          ANY         1298    1298        0/0             1       1       
6312    29      20          ANY         1746    1746        0/0             1       1       
6314    33      14          ANY         2034    2034        0/0             1       1       
6316    40      46          ANY         2802    2802        0/0             1       1       
6317    41      20          ANY         3058    3058        0/0             1       1       
6319    44      6           ANY         3538    3538        0/0             1       1       
6320    46      35          ANY         5614    5614        0/0             1       1       
6322    48      42          ANY         5902    5902        0/0             1       1       
6323    54      49          ANY         6382    6382        0/0             1       1       
6325    56      33          ANY         6638    6638        0/0             1       1       
6327    20      32          ANY         1043    1043        0/0             1       1       
6328    23      28          ANY         1299    1299        0/0             1       1       
6330    29      20          ANY         1747    1747        0/0             1       1       
6331    33      14          ANY         2035    2035        0/0             1       1       
6333    40      46          ANY         2803    2803        0/0             1       1       
6334    41      20          ANY         3059    3059        0/0             1       1       
6336    44      6           ANY         3539    3539        0/0             1       1       
6338    46      35          ANY         5615    5615        0/0             1       1       
6339    48      42          ANY         5903    5903        0/0             1       1       
6341    54      49          ANY         6383    6383        0/0             1       1       
6342    56      33          ANY         6639    6639        0/0             1       1       
6344    20      32          ANY         1044    1044        0/0             1       1       
6345    23      28          ANY         1300    1300        0/0             1       1       
6347    29      20          ANY         1748    1748        0/0             1       1       
6348    33      14          ANY         2036    2036        0/0             1       1       
6350    40      46          ANY         2804    2804        0/0             1       1       
6352    41      20          ANY         3060    3060        0/0             1       1       
6353    44      6           ANY         3540    3540        0/0             1       1       
6355    46      35          ANY         5616    5616        0/0             1       1       
6356    48      42          ANY         5904    5904        0/0             1       1       
6358    54      49          ANY         6384    6384        0/0             1       1       
6359    56      33          ANY         6640    6640        0/0             1       1       
6361    20      32          ANY         1045    1045        0/0             1       1       
6362    23      28          ANY         1301    1301        0/0             1       1       
6364    29      20          ANY         1749    1749        0/0             1       1       
6366    33      14          ANY         2037    2037        0/0             1       1       
6367    40      46          ANY         2805    2805        0/0             1       1       
6369    41      20          ANY         3061    3061        0/0             1       1       
6370    44      6           ANY         3541    3541        0/0             1       1       
6372    46      35          ANY         5617    5617        0/0             1       1       
6373    48      42          ANY         5905    5905        0/0             1       1       
6375    54      49          ANY         6385    6385        0/0             1       1       
6377    56      33          ANY         6641    6641        0/0             1       1       
6378    20      32          ANY         1046    1046        0/0             1       1       
6380    23      28          ANY         1302    1302        0/0             1       1       
6381    29      20          ANY         1750    1750        0/0             1       1       
6383    33      14          ANY         2038    2038        0/0             1       1       
6384    40      46          ANY         2806    2806        0/0             1       1       
6386    41      20          ANY         3062    3062        0/0             1       1       
6388    44      6           ANY         3542    3542        0/0             1       1       
6389    46      35          ANY         5618    5618        0/0             1       1       
6391    48      42          ANY         5906    5906        0/0             1       1       
6392    54      49          ANY         6386    6386        0/0             1       1       
6394    56      33          ANY         6642    6642        0/0             1       1       
6395    20      32          ANY         1047    1047        0/0             1       1       
6397    23      28          ANY         1303    1303        0/0             1       1       
6398    29      20          ANY         1751    1751        0/0             1       1       
6400    33      14          ANY         2039    2039        0/0             1       1       
6402    40      46          ANY         2807    2807        0/0             1       1       
6403    41      20          ANY         3063    3063        0/0             1       1       
6405    44      6           ANY         3543    3543        0/0             1       1       
6406    46      35          ANY         5619    5619        0/0             1       1       
6408    48      42          ANY         5907    5907        0/0             1       1       
6409    54      49          ANY         6387    6387        0/0             1       1       
6411    56      33          ANY         6643    6643        0/0             1       1       
6412    20      32          ANY         1048    1048        0/0             1       1       
6414    23      28          ANY         1304    1304        0/0             1       1       
6416    29      20          ANY         1752    1752        0/0             1       1       
6417    33      14          ANY         2040    2040        0/0             1       1       
6419    40      46          ANY         2808    2808        0/0             1       1       
6420    41      20          ANY         3064    3064        0/0             1       1       
6422    44      6           ANY         3544    3544        0/0             1       1       
6423    46      35          ANY         5620    5620        0/0             1       1       
6425    48      42          ANY         5908    5908        0/0             1       1       
6427    54      49          ANY         6388    6388        0/0             1       1       
6428    56      33          ANY         6644    6644        0/0             1       1       
6430    20      32          ANY         1049    1049        0/0             1       1       
6431    23      28          ANY         1305    1305        0/0             1       1       
6433    29      20          ANY         1753    1753        0/0             1       1       
6434    33      14          ANY         2041    2041        0/0             1       1       
6436    40      46          ANY         2809    2809        0/0             1       1       
6438    41      20          ANY         3065    3065        0/0             1       1       
6439    44      6           ANY         3545    3545        0/0             1       1       
6441    46      35          ANY         5621    5621        0/0             1       1       
6442    48      42          ANY         5909    5909        0/0             1       1       
6444    54      49          ANY         6389    6389        0/0             1       1       
6445    56      33          ANY         6645    6645        0/0             1       1       
6447    20      32          ANY         1050    1050        0/0             1       1       
6448    23      28          ANY         1306    1306        0/0             1       1       
6450    29      20          ANY         1754    1754        0/0             1       1       
6452    33      14          ANY         2042    2042        0/0             1       1       
6453    40      46          ANY         2810    2810        0/0             1       1       
6455    41      20          ANY         3066    3066        0/0             1       1       
6456    44      6           ANY         3546    3546        0/0             1       1       
6458    46      35          ANY         5622    5622        0/0             1       1       
6459    48      42          ANY         5910    5910        0/0             1       1       
6461    54      49          ANY         6390    6390        0/0             1       1       
6462    56      33          ANY         6646    6646        0/0             1       1       
6464    20      32          ANY         1051    1051        0/0             1       1       
6466    23      28          ANY         1307    1307        0/0             1       1       
6467    29      20          ANY         1755    1755        0/0             1       1       
6469    33      14          ANY         2043    2043        0/0             1       1       
6470    40      46          ANY         2811    2811        0/0             1       1       
6472    41      20          ANY         3067    3067        0/0             1       1       
6473    44      6           ANY         3547    3547        0/0             1       1       
6475    46      35          ANY         5623    5623        0/0             1       1       
6477    48      42          ANY         5911    5911        0/0             1       1       
6478    54      49          ANY         6391    6391        0/0             1       1       
6480    56      33          ANY         6647    6647        0/0             1       1       
6481    20      32          ANY         1052    1052        0/0             1       1       
6483    23      28          ANY         1308    1308        0/0             1       1       
6484    29      20          ANY         1756    1756        0/0             1       1       
6486    33      14          ANY         2044    2044        0/0             1       1       
6488    40      46          ANY         2812    2812        0/0             1       1       
6489    41      20          ANY         3068    3068        0/0             1       1       
6491    44      6           ANY         3548    3548        0/0             1       1       
6492    46      35          ANY         5624    5624        0/0             1       1       
6494    48      42          ANY         5912    5912        0/0             1       1       
6495    54      49          ANY         6392    6392        0/0             1       1       
6497    56      33          ANY         6648    6648        0/0             1       1       
6498    20      32          ANY         1053    1053        0/0             1       1       
6500    23      28          ANY         1309    1309        0/0             1       1       
6502    29      20          ANY         1757    1757        0/0             1       1       
6503    33      14          ANY         2045    2045        0/0             1       1       
6505    40      46          ANY         2813    2813        0/0             1       1       
6506    41      20          ANY         3069    3069        0/0             1       1       
6508    44      6           ANY         3549    3549        0/0             1       1       
6509    46      35          ANY         5625    5625        0/0             1       1       
6511    48      42          ANY         5913    5913        0/0             1       1       
6512    54      49          ANY         6393    6393        0/0             1       1       
6514    56      33          ANY         6649    6649        0/0             1       1       
6516    20      32          ANY         1054    1054        0/0             1       1       
6517    23      28          ANY         1310    1310        0/0             1       1       
6519    29      20          ANY         1758    1758        0/0             1       1       
6520    33      14          ANY         2046    2046        0/0             1       1       
6522    40      46          ANY         2814    2814        0/0             1       1       
6523    41      20          ANY         3070    3070        0/0             1       1       
6525    44      6           ANY         3550    3550        0/0             1       1       
6527    46      35          ANY         5626    5626        0/0             1       1       
6528    48      42          ANY         5914    5914        0/0             1       1       
6530    54      49          ANY         6394    6394        0/0             1       1       
6531    56      33          ANY         6650    6650        0/0             1       1       
6533    20      32          ANY         1055    1055        0/0             1       1       
6534    23      28          ANY         1311    1311        0/0             1       1       
6536    29      20          ANY         1759    1759        0/0             1       1       
6538    33      14          ANY         2047    2047        0/0             1       1       
6539    40      46          ANY         2815    2815        0/0             1       1       
6541    41      20          ANY         3071    3071        0/0             1       1       
6542    44      6           ANY         3551    3551        0/0             1       1       
6544    46      35          ANY         5627    5627        0/0             1       1       
6545    48      42          ANY         5915    5915        0/0             1       1       
6547    54      49          ANY         6395    6395        0/0             1       1       
6548    56      33          ANY         6651    6651        0/0             1       1       
6550    20      22          ANY         1056    1056        0/0             1       1       
6552    23      55          ANY         1312    1312        0/0             1       1       
6553    29      42          ANY         1760    1760        0/0             1       1       
6555    33      23          ANY         2048    2048        0/0             1       1       
6556    40      3           ANY         2816    2816        0/0             1       1       
6558    41      43          ANY         3072    3072        0/0             1       1       
6559    44      6           ANY         3552    3552        0/0             1       1       
6561    46      35          ANY         5628    5628        0/0             1       1       
6562    48      54          ANY         5916    5916        0/0             1       1       
6564    54      51          ANY         6396    6396        0/0             1       1       
6566    56      44          ANY         6652    6652        0/0             1       1       
6567    20      22          ANY         1057    1057        0/0             1       1       
6569    23      55          ANY         1313    1313        0/0             1       1       
6570    29      42          ANY         1761    1761        0/0             1       1       
6572    33      23          ANY         2049    2049        0/0             1       1       
6573    40      3           ANY         2817    2817        0/0             1       1       
6575    41      43          ANY         3073    3073        0/0             1       1       
6577    44      6           ANY         3553    3553        0/0             1       1       
6578    46      35          ANY         5629    5629        0/0             1       1       
6580    48      54          ANY         5917    5917        0/0             1       1       
6581    54      51          ANY         6397    6397        0/0             1       1       
6583    56      44          ANY         6653    6653        0/0             1       1       
6584    20      22          ANY         1058    1058        0/0             1       1       
6586    23      55          ANY         1314    1314        0/0             1       1       
6588    29      42          ANY         1762    1762        0/0             1       1       
6589    33      23          ANY         2050    2050        0/0             1       1       
6591    40      3           ANY         2818    2818        0/0             1       1       
6592    41      43          ANY         3074    3074        0/0             1       1       
6594    44      6           ANY         3554    3554        0/0             1       1       
6595    46      35          ANY         5630    5630        0/0             1       1       
6597    48      54          ANY         5918    5918        0/0             1       1       
6598    54      51          ANY         6398    6398        0/0             1       1       
6600    56      44          ANY         6654    6654        0/0             1       1       
6602    20      22          ANY         1059    1059        0/0             1       1       
6603    23      55          ANY         1315    1315        0/0             1       1       
6605    29      42          ANY         1763    1763        0/0             1       1       
6606    33      23          ANY         2051    2051        0/0             1       1       
6608    40      3           ANY         2819    2819        0/0             1       1       
6609    41      43          ANY         3075    3075        0/0             1       1       
6611    44      6           ANY         3555    3555        0/0             1       1       
6612    46      35          ANY         5631    5631        0/0             1       1       
6614    48      54          ANY         5919    5919        0/0             1       1       
6616    54      51          ANY         6399    6399        0/0             1       1       
6617    56      44          ANY         6655    6655        0/0             1       1       
6619    20      22          ANY         1060    1060        0/0             1       1       
6620    23      55          ANY         1316    1316        0/0             1       1       
6622    29      42          ANY         1764    1764        0/0             1       1       
6623    33      23          ANY         2052    2052        0/0             1       1       
6625    40      3           ANY         2820    2820        0/0             1       1       
6627    41      43          ANY         3076    3076        0/0             1       1       
6628    44      6           ANY         3556    3556        0/0             1       1       
6630    46      35          ANY         5632    5632        0/0             1       1       
6631    48      54          ANY         5920    5920        0/0             1       1       
6633    54      51          ANY         6400    6400        0/0             1       1       
6634    56      44          ANY         6656    6656        0/0             1       1       
6636    20      22          ANY         1061    1061        0/0             1       1       
6638    23      55          ANY         1317    1317        0/0             1       1       
6639    29      42          ANY         1765    1765        0/0             1       1       
6641    33      23          ANY         2053    2053        0/0             1       1       
6642    40      3           ANY         2821    2821        0/0             1       1       
6644    41      43          ANY         3077    3077        0/0             1       1       
6645    44      6           ANY         3557    3557        0/0             1       1       
6647    46      35          ANY         5633    5633        0/0             1       1       
6648    48      54          ANY         5921    5921        0/0             1       1       
6650    54      51          ANY         6401    6401        0/0             1       1       
6652    56      44          ANY         6657    6657        0/0             1       1       
6653    20      22          ANY         1062    1062        0/0             1       1       
6655    23      55          ANY         1318    1318        0/0             1       1       
6656    29      42          ANY         1766    1766        0/0             1       1       
6658    33      23          ANY         2054    2054        0/0             1       1       
6659    40      3           ANY         2822    2822        0/0             1       1       
6661    41      43          ANY         3078    3078        0/0             1       1       
6662    44      6           ANY         3558    3558        0/0             1       1       
6664    46      35          ANY         5634    5634        0/0             1       1       
6666    48      54          ANY         5922    5922        0/0             1       1       
6667    54      51          ANY         6402    6402        0/0             1       1       
6669    56      44          ANY         6658    6658        0/0             1       1       
6670    20      22          ANY         1063    1063        0/0             1       1       
6672    23      55          ANY         1319    1319        0/0             1       1       
6673    29      42          ANY         1767    1767        0/0             1       1       
6675    33      23          ANY         2055    2055        0/0             1       1       
6677    40      3           ANY         2823    2823        0/0             1       1       
6678    41      43          ANY         3079    3079        0/0             1       1       
6680    44      6           ANY         3559    3559        0/0             1       1       
6681    46      35          ANY         5635    5635        0/0             1       1       
6683    48      54          ANY         5923    5923        0/0             1       1       
6684    54      51          ANY         6403    6403        0/0             1       1       
6686    56      44          ANY         6659    6659        0/0             1       1       
6688    20      22          ANY         1064    1064        0/0             1       1       
6689    23      55          ANY         1320    1320        0/0             1       1       
6691    29      42          ANY         1768    1768        0/0             1       1       
6692    33      23          ANY         2056    2056        0/0             1       1       
