Time    Source  Destination PacketType  FlitID  PacketID    FlitPosition    IsHead  IsTail  
83      10      40          ANY         53      53          0/0             1       1       
84      10      40          ANY         54      54          0/0             1       1       
86      10      40          ANY         55      55          0/0             1       1       
88      10      41          ANY         56      56          0/0             1       1       
89      10      41          ANY         57      57          0/0             1       1       
91      10      41          ANY         58      58          0/0             1       1       
92      10      41          ANY         59      59          0/0             1       1       
94      10      41          ANY         60      60          0/0             1       1       
95      10      41          ANY         61      61          0/0             1       1       
97      10      41          ANY         62      62          0/0             1       1       
98      10      41          ANY         63      63          0/0             1       1       
100     10      41          ANY         64      64          0/0             1       1       
102     10      41          ANY         65      65          0/0             1       1       
103     10      41          ANY         66      66          0/0             1       1       
105     10      41          ANY         67      67          0/0             1       1       
106     10      41          ANY         68      68          0/0             1       1       
108     10      41          ANY         69      69          0/0             1       1       
109     10      42          ANY         70      70          0/0             1       1       
111     10      42          ANY         71      71          0/0             1       1       
112     10      42          ANY         72      72          0/0             1       1       
114     10      42          ANY         73      73          0/0             1       1       
116     10      42          ANY         74      74          0/0             1       1       
117     10      42          ANY         75      75          0/0             1       1       
119     10      42          ANY         76      76          0/0             1       1       
120     10      42          ANY         77      77          0/0             1       1       
122     10      42          ANY         78      78          0/0             1       1       
123     10      42          ANY         79      79          0/0             1       1       
125     10      42          ANY         80      80          0/0             1       1       
127     10      42          ANY         81      81          0/0             1       1       
128     10      42          ANY         82      82          0/0             1       1       
130     10      42          ANY         83      83          0/0             1       1       
131     10      43          ANY         84      84          0/0             1       1       
133     10      43          ANY         85      85          0/0             1       1       
134     10      43          ANY         86      86          0/0             1       1       
136     10      43          ANY         87      87          0/0             1       1       
138     10      43          ANY         88      88          0/0             1       1       
139     10      43          ANY         89      89          0/0             1       1       
141     10      43          ANY         90      90          0/0             1       1       
142     10      43          ANY         91      91          0/0             1       1       
144     10      43          ANY         92      92          0/0             1       1       
145     10      43          ANY         93      93          0/0             1       1       
147     10      43          ANY         94      94          0/0             1       1       
148     10      43          ANY         95      95          0/0             1       1       
150     10      43          ANY         96      96          0/0             1       1       
152     10      43          ANY         97      97          0/0             1       1       
153     10      44          ANY         98      98          0/0             1       1       
155     10      44          ANY         99      99          0/0             1       1       
156     10      44          ANY         100     100         0/0             1       1       
158     10      44          ANY         101     101         0/0             1       1       
159     10      44          ANY         102     102         0/0             1       1       
161     10      44          ANY         103     103         0/0             1       1       
162     10      44          ANY         104     104         0/0             1       1       
164     10      44          ANY         105     105         0/0             1       1       
166     10      44          ANY         106     106         0/0             1       1       
167     10      44          ANY         107     107         0/0             1       1       
169     10      44          ANY         108     108         0/0             1       1       
170     10      44          ANY         109     109         0/0             1       1       
172     10      44          ANY         110     110         0/0             1       1       
173     10      44          ANY         111     111         0/0             1       1       
175     10      37          ANY         112     112         0/0             1       1       
177     10      37          ANY         113     113         0/0             1       1       
178     10      37          ANY         114     114         0/0             1       1       
180     10      37          ANY         115     115         0/0             1       1       
181     10      37          ANY         116     116         0/0             1       1       
183     10      37          ANY         117     117         0/0             1       1       
184     10      37          ANY         118     118         0/0             1       1       
186     10      37          ANY         119     119         0/0             1       1       
188     10      37          ANY         120     120         0/0             1       1       
189     10      37          ANY         121     121         0/0             1       1       
191     10      37          ANY         122     122         0/0             1       1       
192     10      37          ANY         123     123         0/0             1       1       
194     10      37          ANY         124     124         0/0             1       1       
195     10      37          ANY         125     125         0/0             1       1       
197     10      45          ANY         126     126         0/0             1       1       
198     10      45          ANY         127     127         0/0             1       1       
200     10      45          ANY         128     128         0/0             1       1       
202     10      45          ANY         129     129         0/0             1       1       
203     10      45          ANY         130     130         0/0             1       1       
205     10      45          ANY         131     131         0/0             1       1       
206     10      45          ANY         132     132         0/0             1       1       
208     10      45          ANY         133     133         0/0             1       1       
209     10      45          ANY         134     134         0/0             1       1       
211     10      45          ANY         135     135         0/0             1       1       
212     10      45          ANY         136     136         0/0             1       1       
214     10      45          ANY         137     137         0/0             1       1       
216     10      45          ANY         138     138         0/0             1       1       
217     10      45          ANY         139     139         0/0             1       1       
219     10      47          ANY         140     140         0/0             1       1       
220     10      47          ANY         141     141         0/0             1       1       
222     10      47          ANY         142     142         0/0             1       1       
223     10      47          ANY         143     143         0/0             1       1       
225     10      47          ANY         144     144         0/0             1       1       
227     10      47          ANY         145     145         0/0             1       1       
228     10      47          ANY         146     146         0/0             1       1       
230     10      47          ANY         147     147         0/0             1       1       
231     10      47          ANY         148     148         0/0             1       1       
233     10      47          ANY         149     149         0/0             1       1       
234     10      47          ANY         150     150         0/0             1       1       
236     10      47          ANY         151     151         0/0             1       1       
238     10      47          ANY         152     152         0/0             1       1       
239     10      47          ANY         153     153         0/0             1       1       
241     10      52          ANY         154     154         0/0             1       1       
242     10      52          ANY         155     155         0/0             1       1       
244     10      52          ANY         156     156         0/0             1       1       
245     10      52          ANY         157     157         0/0             1       1       
247     10      52          ANY         158     158         0/0             1       1       
248     10      52          ANY         159     159         0/0             1       1       
250     10      52          ANY         160     160         0/0             1       1       
252     10      52          ANY         161     161         0/0             1       1       
253     10      52          ANY         162     162         0/0             1       1       
255     10      52          ANY         163     163         0/0             1       1       
256     10      52          ANY         164     164         0/0             1       1       
258     10      52          ANY         165     165         0/0             1       1       
259     10      52          ANY         166     166         0/0             1       1       
261     10      52          ANY         167     167         0/0             1       1       
262     10      53          ANY         168     168         0/0             1       1       
264     10      53          ANY         169     169         0/0             1       1       
266     10      53          ANY         170     170         0/0             1       1       
267     10      53          ANY         171     171         0/0             1       1       
269     10      53          ANY         172     172         0/0             1       1       
270     10      53          ANY         173     173         0/0             1       1       
272     10      53          ANY         174     174         0/0             1       1       
273     10      53          ANY         175     175         0/0             1       1       
275     10      53          ANY         176     176         0/0             1       1       
277     10      53          ANY         177     177         0/0             1       1       
278     10      53          ANY         178     178         0/0             1       1       
280     10      53          ANY         179     179         0/0             1       1       
281     10      53          ANY         180     180         0/0             1       1       
283     10      53          ANY         181     181         0/0             1       1       
284     10      54          ANY         182     182         0/0             1       1       
286     10      54          ANY         183     183         0/0             1       1       
288     10      54          ANY         184     184         0/0             1       1       
289     10      54          ANY         185     185         0/0             1       1       
291     10      54          ANY         186     186         0/0             1       1       
292     10      54          ANY         187     187         0/0             1       1       
294     10      54          ANY         188     188         0/0             1       1       
295     10      54          ANY         189     189         0/0             1       1       
297     10      54          ANY         190     190         0/0             1       1       
298     10      54          ANY         191     191         0/0             1       1       
300     10      54          ANY         192     192         0/0             1       1       
302     10      54          ANY         193     193         0/0             1       1       
303     10      54          ANY         194     194         0/0             1       1       
305     10      54          ANY         195     195         0/0             1       1       
306     10      55          ANY         196     196         0/0             1       1       
308     10      55          ANY         197     197         0/0             1       1       
309     10      55          ANY         198     198         0/0             1       1       
311     10      55          ANY         199     199         0/0             1       1       
312     10      55          ANY         200     200         0/0             1       1       
314     10      55          ANY         201     201         0/0             1       1       
316     10      55          ANY         202     202         0/0             1       1       
317     10      55          ANY         203     203         0/0             1       1       
319     10      55          ANY         204     204         0/0             1       1       
320     10      55          ANY         205     205         0/0             1       1       
322     10      55          ANY         206     206         0/0             1       1       
323     10      55          ANY         207     207         0/0             1       1       
325     10      55          ANY         208     208         0/0             1       1       
327     10      55          ANY         209     209         0/0             1       1       
328     10      58          ANY         210     210         0/0             1       1       
330     10      58          ANY         211     211         0/0             1       1       
331     10      58          ANY         212     212         0/0             1       1       
333     10      58          ANY         213     213         0/0             1       1       
334     10      58          ANY         214     214         0/0             1       1       
336     10      58          ANY         215     215         0/0             1       1       
338     10      58          ANY         216     216         0/0             1       1       
339     10      58          ANY         217     217         0/0             1       1       
341     10      58          ANY         218     218         0/0             1       1       
342     10      58          ANY         219     219         0/0             1       1       
344     10      58          ANY         220     220         0/0             1       1       
345     10      58          ANY         221     221         0/0             1       1       
347     10      58          ANY         222     222         0/0             1       1       
348     10      58          ANY         223     223         0/0             1       1       
350     10      59          ANY         224     224         0/0             1       1       
352     10      59          ANY         225     225         0/0             1       1       
353     10      59          ANY         226     226         0/0             1       1       
355     10      59          ANY         227     227         0/0             1       1       
356     10      59          ANY         228     228         0/0             1       1       
358     10      59          ANY         229     229         0/0             1       1       
359     10      59          ANY         230     230         0/0             1       1       
361     10      59          ANY         231     231         0/0             1       1       
362     10      59          ANY         232     232         0/0             1       1       
364     10      59          ANY         233     233         0/0             1       1       
366     10      59          ANY         234     234         0/0             1       1       
367     10      59          ANY         235     235         0/0             1       1       
369     10      59          ANY         236     236         0/0             1       1       
370     10      59          ANY         237     237         0/0             1       1       
372     10      46          ANY         238     238         0/0             1       1       
373     10      46          ANY         239     239         0/0             1       1       
375     10      46          ANY         240     240         0/0             1       1       
377     10      46          ANY         241     241         0/0             1       1       
378     10      46          ANY         242     242         0/0             1       1       
380     10      46          ANY         243     243         0/0             1       1       
381     10      46          ANY         244     244         0/0             1       1       
383     10      46          ANY         245     245         0/0             1       1       
384     10      46          ANY         246     246         0/0             1       1       
386     10      46          ANY         247     247         0/0             1       1       
388     10      46          ANY         248     248         0/0             1       1       
389     10      46          ANY         249     249         0/0             1       1       
391     10      46          ANY         250     250         0/0             1       1       
392     10      46          ANY         251     251         0/0             1       1       
394     10      35          ANY         252     252         0/0             1       1       
395     10      35          ANY         253     253         0/0             1       1       
397     10      35          ANY         254     254         0/0             1       1       
398     10      35          ANY         255     255         0/0             1       1       
400     10      35          ANY         256     256         0/0             1       1       
402     10      35          ANY         257     257         0/0             1       1       
403     10      35          ANY         258     258         0/0             1       1       
405     10      35          ANY         259     259         0/0             1       1       
406     10      35          ANY         260     260         0/0             1       1       
408     10      35          ANY         261     261         0/0             1       1       
409     10      35          ANY         262     262         0/0             1       1       
411     10      35          ANY         263     263         0/0             1       1       
412     10      35          ANY         264     264         0/0             1       1       
414     10      35          ANY         265     265         0/0             1       1       
416     10      36          ANY         266     266         0/0             1       1       
417     10      36          ANY         267     267         0/0             1       1       
419     10      36          ANY         268     268         0/0             1       1       
420     10      36          ANY         269     269         0/0             1       1       
422     10      36          ANY         270     270         0/0             1       1       
423     10      36          ANY         271     271         0/0             1       1       
425     10      36          ANY         272     272         0/0             1       1       
427     10      36          ANY         273     273         0/0             1       1       
428     10      36          ANY         274     274         0/0             1       1       
430     10      36          ANY         275     275         0/0             1       1       
431     10      36          ANY         276     276         0/0             1       1       
433     10      36          ANY         277     277         0/0             1       1       
434     10      36          ANY         278     278         0/0             1       1       
436     10      36          ANY         279     279         0/0             1       1       
438     10      33          ANY         280     280         0/0             1       1       
439     10      33          ANY         281     281         0/0             1       1       
441     10      33          ANY         282     282         0/0             1       1       
442     10      33          ANY         283     283         0/0             1       1       
444     10      33          ANY         284     284         0/0             1       1       
445     10      33          ANY         285     285         0/0             1       1       
447     10      33          ANY         286     286         0/0             1       1       
448     10      33          ANY         287     287         0/0             1       1       
450     10      33          ANY         288     288         0/0             1       1       
452     10      33          ANY         289     289         0/0             1       1       
453     10      33          ANY         290     290         0/0             1       1       
455     10      33          ANY         291     291         0/0             1       1       
456     10      33          ANY         292     292         0/0             1       1       
458     10      33          ANY         293     293         0/0             1       1       
459     10      5           ANY         294     294         0/0             1       1       
461     10      5           ANY         295     295         0/0             1       1       
462     10      5           ANY         296     296         0/0             1       1       
464     10      5           ANY         297     297         0/0             1       1       
466     10      5           ANY         298     298         0/0             1       1       
467     10      5           ANY         299     299         0/0             1       1       
469     10      5           ANY         300     300         0/0             1       1       
470     10      5           ANY         301     301         0/0             1       1       
472     10      5           ANY         302     302         0/0             1       1       
473     10      5           ANY         303     303         0/0             1       1       
475     10      5           ANY         304     304         0/0             1       1       
477     10      5           ANY         305     305         0/0             1       1       
478     10      5           ANY         306     306         0/0             1       1       
480     10      5           ANY         307     307         0/0             1       1       
481     10      6           ANY         308     308         0/0             1       1       
483     10      6           ANY         309     309         0/0             1       1       
484     10      6           ANY         310     310         0/0             1       1       
486     10      6           ANY         311     311         0/0             1       1       
488     10      6           ANY         312     312         0/0             1       1       
489     10      6           ANY         313     313         0/0             1       1       
491     10      6           ANY         314     314         0/0             1       1       
492     10      6           ANY         315     315         0/0             1       1       
494     10      6           ANY         316     316         0/0             1       1       
495     10      6           ANY         317     317         0/0             1       1       
497     10      6           ANY         318     318         0/0             1       1       
498     10      6           ANY         319     319         0/0             1       1       
500     10      6           ANY         320     320         0/0             1       1       
502     10      6           ANY         321     321         0/0             1       1       
503     10      7           ANY         322     322         0/0             1       1       
505     10      7           ANY         323     323         0/0             1       1       
506     10      7           ANY         324     324         0/0             1       1       
508     10      7           ANY         325     325         0/0             1       1       
509     10      7           ANY         326     326         0/0             1       1       
511     10      7           ANY         327     327         0/0             1       1       
512     10      7           ANY         328     328         0/0             1       1       
514     10      7           ANY         329     329         0/0             1       1       
516     10      7           ANY         330     330         0/0             1       1       
517     10      7           ANY         331     331         0/0             1       1       
519     10      7           ANY         332     332         0/0             1       1       
520     10      7           ANY         333     333         0/0             1       1       
522     10      7           ANY         334     334         0/0             1       1       
523     10      7           ANY         335     335         0/0             1       1       
525     10      9           ANY         336     336         0/0             1       1       
527     10      9           ANY         337     337         0/0             1       1       
528     10      9           ANY         338     338         0/0             1       1       
530     10      9           ANY         339     339         0/0             1       1       
531     10      9           ANY         340     340         0/0             1       1       
533     10      9           ANY         341     341         0/0             1       1       
534     10      9           ANY         342     342         0/0             1       1       
536     10      9           ANY         343     343         0/0             1       1       
538     10      9           ANY         344     344         0/0             1       1       
539     10      9           ANY         345     345         0/0             1       1       
541     10      9           ANY         346     346         0/0             1       1       
542     10      9           ANY         347     347         0/0             1       1       
544     10      9           ANY         348     348         0/0             1       1       
545     10      9           ANY         349     349         0/0             1       1       
547     10      13          ANY         350     350         0/0             1       1       
548     10      13          ANY         351     351         0/0             1       1       
550     10      13          ANY         352     352         0/0             1       1       
552     10      13          ANY         353     353         0/0             1       1       
553     10      13          ANY         354     354         0/0             1       1       
555     10      13          ANY         355     355         0/0             1       1       
556     10      13          ANY         356     356         0/0             1       1       
558     10      13          ANY         357     357         0/0             1       1       
559     10      13          ANY         358     358         0/0             1       1       
561     10      13          ANY         359     359         0/0             1       1       
562     10      13          ANY         360     360         0/0             1       1       
564     10      13          ANY         361     361         0/0             1       1       
566     10      13          ANY         362     362         0/0             1       1       
567     10      13          ANY         363     363         0/0             1       1       
569     10      16          ANY         364     364         0/0             1       1       
570     10      16          ANY         365     365         0/0             1       1       
572     10      16          ANY         366     366         0/0             1       1       
573     10      16          ANY         367     367         0/0             1       1       
575     10      16          ANY         368     368         0/0             1       1       
577     10      16          ANY         369     369         0/0             1       1       
578     10      16          ANY         370     370         0/0             1       1       
580     10      16          ANY         371     371         0/0             1       1       
581     10      16          ANY         372     372         0/0             1       1       
583     10      16          ANY         373     373         0/0             1       1       
584     10      16          ANY         374     374         0/0             1       1       
586     10      16          ANY         375     375         0/0             1       1       
588     10      16          ANY         376     376         0/0             1       1       
589     10      16          ANY         377     377         0/0             1       1       
591     10      18          ANY         378     378         0/0             1       1       
592     10      18          ANY         379     379         0/0             1       1       
594     10      18          ANY         380     380         0/0             1       1       
595     10      18          ANY         381     381         0/0             1       1       
597     10      18          ANY         382     382         0/0             1       1       
598     10      18          ANY         383     383         0/0             1       1       
600     10      18          ANY         384     384         0/0             1       1       
602     10      18          ANY         385     385         0/0             1       1       
603     10      18          ANY         386     386         0/0             1       1       
605     10      18          ANY         387     387         0/0             1       1       
606     10      18          ANY         388     388         0/0             1       1       
608     10      18          ANY         389     389         0/0             1       1       
609     10      18          ANY         390     390         0/0             1       1       
611     10      18          ANY         391     391         0/0             1       1       
612     10      34          ANY         392     392         0/0             1       1       
614     10      34          ANY         393     393         0/0             1       1       
616     10      34          ANY         394     394         0/0             1       1       
617     10      34          ANY         395     395         0/0             1       1       
619     10      34          ANY         396     396         0/0             1       1       
620     10      34          ANY         397     397         0/0             1       1       
622     10      34          ANY         398     398         0/0             1       1       
623     10      34          ANY         399     399         0/0             1       1       
625     10      34          ANY         400     400         0/0             1       1       
627     10      34          ANY         401     401         0/0             1       1       
628     10      34          ANY         402     402         0/0             1       1       
630     10      34          ANY         403     403         0/0             1       1       
631     10      34          ANY         404     404         0/0             1       1       
633     10      34          ANY         405     405         0/0             1       1       
634     10      20          ANY         406     406         0/0             1       1       
636     10      20          ANY         407     407         0/0             1       1       
638     10      20          ANY         408     408         0/0             1       1       
639     10      20          ANY         409     409         0/0             1       1       
641     10      20          ANY         410     410         0/0             1       1       
642     10      20          ANY         411     411         0/0             1       1       
644     10      20          ANY         412     412         0/0             1       1       
645     10      20          ANY         413     413         0/0             1       1       
647     10      20          ANY         414     414         0/0             1       1       
648     10      20          ANY         415     415         0/0             1       1       
650     10      20          ANY         416     416         0/0             1       1       
652     10      20          ANY         417     417         0/0             1       1       
653     10      20          ANY         418     418         0/0             1       1       
655     10      20          ANY         419     419         0/0             1       1       
656     10      19          ANY         420     420         0/0             1       1       
658     10      19          ANY         421     421         0/0             1       1       
659     10      19          ANY         422     422         0/0             1       1       
661     10      19          ANY         423     423         0/0             1       1       
662     10      19          ANY         424     424         0/0             1       1       
664     10      19          ANY         425     425         0/0             1       1       
666     10      19          ANY         426     426         0/0             1       1       
667     10      19          ANY         427     427         0/0             1       1       
669     10      19          ANY         428     428         0/0             1       1       
670     10      19          ANY         429     429         0/0             1       1       
672     10      19          ANY         430     430         0/0             1       1       
673     10      19          ANY         431     431         0/0             1       1       
675     10      19          ANY         432     432         0/0             1       1       
677     10      19          ANY         433     433         0/0             1       1       
678     10      22          ANY         434     434         0/0             1       1       
680     10      22          ANY         435     435         0/0             1       1       
681     10      22          ANY         436     436         0/0             1       1       
683     10      22          ANY         437     437         0/0             1       1       
684     10      22          ANY         438     438         0/0             1       1       
686     10      22          ANY         439     439         0/0             1       1       
688     10      22          ANY         440     440         0/0             1       1       
689     10      22          ANY         441     441         0/0             1       1       
691     10      22          ANY         442     442         0/0             1       1       
692     10      22          ANY         443     443         0/0             1       1       
694     10      22          ANY         444     444         0/0             1       1       
695     10      22          ANY         445     445         0/0             1       1       
697     10      22          ANY         446     446         0/0             1       1       
698     10      22          ANY         447     447         0/0             1       1       
700     10      25          ANY         448     448         0/0             1       1       
702     10      25          ANY         449     449         0/0             1       1       
703     10      25          ANY         450     450         0/0             1       1       
705     10      25          ANY         451     451         0/0             1       1       
706     10      25          ANY         452     452         0/0             1       1       
708     10      25          ANY         453     453         0/0             1       1       
709     10      25          ANY         454     454         0/0             1       1       
711     10      25          ANY         455     455         0/0             1       1       
712     10      25          ANY         456     456         0/0             1       1       
714     10      25          ANY         457     457         0/0             1       1       
716     10      25          ANY         458     458         0/0             1       1       
717     10      25          ANY         459     459         0/0             1       1       
719     10      25          ANY         460     460         0/0             1       1       
720     10      25          ANY         461     461         0/0             1       1       
722     10      26          ANY         462     462         0/0             1       1       
723     10      26          ANY         463     463         0/0             1       1       
725     10      26          ANY         464     464         0/0             1       1       
727     10      26          ANY         465     465         0/0             1       1       
728     10      26          ANY         466     466         0/0             1       1       
730     10      26          ANY         467     467         0/0             1       1       
731     10      26          ANY         468     468         0/0             1       1       
733     10      26          ANY         469     469         0/0             1       1       
734     10      26          ANY         470     470         0/0             1       1       
736     10      26          ANY         471     471         0/0             1       1       
738     10      26          ANY         472     472         0/0             1       1       
739     10      26          ANY         473     473         0/0             1       1       
741     10      26          ANY         474     474         0/0             1       1       
742     10      26          ANY         475     475         0/0             1       1       
744     10      27          ANY         476     476         0/0             1       1       
745     10      27          ANY         477     477         0/0             1       1       
747     10      27          ANY         478     478         0/0             1       1       
748     10      27          ANY         479     479         0/0             1       1       
750     10      27          ANY         480     480         0/0             1       1       
752     10      27          ANY         481     481         0/0             1       1       
753     10      27          ANY         482     482         0/0             1       1       
