Time    Source  Destination PacketType  FlitID  PacketID    FlitPosition    IsHead  IsTail  
13038   41      6           ANY         4120    156         14/31           0       0       
13040   41      6           ANY         4121    156         15/31           0       0       
13042   41      6           ANY         4122    156         16/31           0       0       
13043   41      6           ANY         4123    156         17/31           0       0       
13045   41      6           ANY         4124    156         18/31           0       0       
13046   41      6           ANY         4125    156         19/31           0       0       
13048   41      6           ANY         4126    156         20/31           0       0       
13049   41      6           ANY         4127    156         21/31           0       0       
13051   41      6           ANY         4128    156         22/31           0       0       
13052   41      6           ANY         4129    156         23/31           0       0       
13054   41      6           ANY         4130    156         24/31           0       0       
13056   41      6           ANY         4131    156         25/31           0       0       
13057   41      6           ANY         4132    156         26/31           0       0       
13059   41      6           ANY         4133    156         27/31           0       0       
13060   41      6           ANY         4134    156         28/31           0       0       
13062   41      6           ANY         4135    156         29/31           0       0       
13063   41      6           ANY         4136    156         30/31           0       0       
13065   41      6           ANY         4137    156         31/31           0       1       
13066   29      6           ANY         4138    157         0/31            1       0       
13068   29      6           ANY         4139    157         1/31            0       0       
13070   29      6           ANY         4140    157         2/31            0       0       
13071   29      6           ANY         4141    157         3/31            0       0       
13073   29      6           ANY         4142    157         4/31            0       0       
13074   29      6           ANY         4143    157         5/31            0       0       
13076   29      6           ANY         4144    157         6/31            0       0       
13077   29      6           ANY         4145    157         7/31            0       0       
13079   29      6           ANY         4146    157         8/31            0       0       
13081   29      6           ANY         4147    157         9/31            0       0       
13082   29      6           ANY         4148    157         10/31           0       0       
13084   29      6           ANY         4149    157         11/31           0       0       
13085   29      6           ANY         4150    157         12/31           0       0       
13087   29      6           ANY         4151    157         13/31           0       0       
13088   29      6           ANY         4152    157         14/31           0       0       
13090   29      6           ANY         4153    157         15/31           0       0       
13092   29      6           ANY         4154    157         16/31           0       0       
13093   29      6           ANY         4155    157         17/31           0       0       
13095   29      6           ANY         4156    157         18/31           0       0       
13096   29      6           ANY         4157    157         19/31           0       0       
13098   29      6           ANY         4158    157         20/31           0       0       
13099   29      6           ANY         4159    157         21/31           0       0       
13101   29      6           ANY         4160    157         22/31           0       0       
13102   29      6           ANY         4161    157         23/31           0       0       
13104   29      6           ANY         4162    157         24/31           0       0       
13106   29      6           ANY         4163    157         25/31           0       0       
13107   29      6           ANY         4164    157         26/31           0       0       
13109   29      6           ANY         4165    157         27/31           0       0       
13110   29      6           ANY         4166    157         28/31           0       0       
13112   29      6           ANY         4167    157         29/31           0       0       
13113   29      6           ANY         4168    157         30/31           0       0       
13115   29      6           ANY         4169    157         31/31           0       1       
13116   48      6           ANY         4170    158         0/31            1       0       
13118   48      6           ANY         4171    158         1/31            0       0       
13120   48      6           ANY         4172    158         2/31            0       0       
13121   48      6           ANY         4173    158         3/31            0       0       
13123   48      6           ANY         4174    158         4/31            0       0       
13124   48      6           ANY         4175    158         5/31            0       0       
13126   48      6           ANY         4176    158         6/31            0       0       
13127   48      6           ANY         4177    158         7/31            0       0       
13129   48      6           ANY         4178    158         8/31            0       0       
13131   48      6           ANY         4179    158         9/31            0       0       
13132   48      6           ANY         4180    158         10/31           0       0       
13134   48      6           ANY         4181    158         11/31           0       0       
13135   48      6           ANY         4182    158         12/31           0       0       
13137   48      6           ANY         4183    158         13/31           0       0       
13138   48      6           ANY         4184    158         14/31           0       0       
13140   48      6           ANY         4185    158         15/31           0       0       
13142   48      6           ANY         4186    158         16/31           0       0       
13143   48      6           ANY         4187    158         17/31           0       0       
13145   48      6           ANY         4188    158         18/31           0       0       
13146   48      6           ANY         4189    158         19/31           0       0       
13148   48      6           ANY         4190    158         20/31           0       0       
13149   48      6           ANY         4191    158         21/31           0       0       
13151   48      6           ANY         4192    158         22/31           0       0       
13152   48      6           ANY         4193    158         23/31           0       0       
13154   48      6           ANY         4194    158         24/31           0       0       
13156   48      6           ANY         4195    158         25/31           0       0       
13157   48      6           ANY         4196    158         26/31           0       0       
13159   48      6           ANY         4197    158         27/31           0       0       
13160   48      6           ANY         4198    158         28/31           0       0       
13162   48      6           ANY         4199    158         29/31           0       0       
13163   48      6           ANY         4200    158         30/31           0       0       
13165   48      6           ANY         4201    158         31/31           0       1       
13166   29      3           ANY         4202    159         0/31            1       0       
13168   29      3           ANY         4203    159         1/31            0       0       
13170   29      3           ANY         4204    159         2/31            0       0       
13171   29      3           ANY         4205    159         3/31            0       0       
13173   29      3           ANY         4206    159         4/31            0       0       
13174   29      3           ANY         4207    159         5/31            0       0       
13176   29      3           ANY         4208    159         6/31            0       0       
13177   29      3           ANY         4209    159         7/31            0       0       
13179   29      3           ANY         4210    159         8/31            0       0       
13181   29      3           ANY         4211    159         9/31            0       0       
13182   29      3           ANY         4212    159         10/31           0       0       
13184   29      3           ANY         4213    159         11/31           0       0       
13185   29      3           ANY         4214    159         12/31           0       0       
13187   29      3           ANY         4215    159         13/31           0       0       
13188   29      3           ANY         4216    159         14/31           0       0       
13190   29      3           ANY         4217    159         15/31           0       0       
13192   29      3           ANY         4218    159         16/31           0       0       
13193   29      3           ANY         4219    159         17/31           0       0       
13195   29      3           ANY         4220    159         18/31           0       0       
13196   29      3           ANY         4221    159         19/31           0       0       
13198   29      3           ANY         4222    159         20/31           0       0       
13199   29      3           ANY         4223    159         21/31           0       0       
13201   29      3           ANY         4224    159         22/31           0       0       
13202   29      3           ANY         4225    159         23/31           0       0       
13204   29      3           ANY         4226    159         24/31           0       0       
13206   29      3           ANY         4227    159         25/31           0       0       
13207   29      3           ANY         4228    159         26/31           0       0       
13209   29      3           ANY         4229    159         27/31           0       0       
13210   29      3           ANY         4230    159         28/31           0       0       
13212   29      3           ANY         4231    159         29/31           0       0       
13213   29      3           ANY         4232    159         30/31           0       0       
13215   29      3           ANY         4233    159         31/31           0       1       
13216   36      16          ANY         4234    160         0/31            1       0       
13218   36      16          ANY         4235    160         1/31            0       0       
13220   36      16          ANY         4236    160         2/31            0       0       
13221   36      16          ANY         4237    160         3/31            0       0       
13223   36      16          ANY         4238    160         4/31            0       0       
13224   36      16          ANY         4239    160         5/31            0       0       
13226   36      16          ANY         4240    160         6/31            0       0       
13227   36      16          ANY         4241    160         7/31            0       0       
13229   36      16          ANY         4242    160         8/31            0       0       
13231   36      16          ANY         4243    160         9/31            0       0       
13232   36      16          ANY         4244    160         10/31           0       0       
13234   36      16          ANY         4245    160         11/31           0       0       
13235   36      16          ANY         4246    160         12/31           0       0       
13237   36      16          ANY         4247    160         13/31           0       0       
13238   36      16          ANY         4248    160         14/31           0       0       
13240   36      16          ANY         4249    160         15/31           0       0       
13242   36      16          ANY         4250    160         16/31           0       0       
13243   36      16          ANY         4251    160         17/31           0       0       
13245   36      16          ANY         4252    160         18/31           0       0       
13246   36      16          ANY         4253    160         19/31           0       0       
13248   36      16          ANY         4254    160         20/31           0       0       
13249   36      16          ANY         4255    160         21/31           0       0       
13251   36      16          ANY         4256    160         22/31           0       0       
13252   36      16          ANY         4257    160         23/31           0       0       
13254   36      16          ANY         4258    160         24/31           0       0       
13256   36      16          ANY         4259    160         25/31           0       0       
13257   36      16          ANY         4260    160         26/31           0       0       
13259   36      16          ANY         4261    160         27/31           0       0       
13260   36      16          ANY         4262    160         28/31           0       0       
13262   36      16          ANY         4263    160         29/31           0       0       
13263   36      16          ANY         4264    160         30/31           0       0       
13265   36      16          ANY         4265    160         31/31           0       1       
13266   36      15          ANY         4266    161         0/31            1       0       
13268   36      15          ANY         4267    161         1/31            0       0       
13270   36      15          ANY         4268    161         2/31            0       0       
13271   36      15          ANY         4269    161         3/31            0       0       
13273   36      15          ANY         4270    161         4/31            0       0       
13274   36      15          ANY         4271    161         5/31            0       0       
13276   36      15          ANY         4272    161         6/31            0       0       
13277   36      15          ANY         4273    161         7/31            0       0       
13279   36      15          ANY         4274    161         8/31            0       0       
13281   36      15          ANY         4275    161         9/31            0       0       
13282   36      15          ANY         4276    161         10/31           0       0       
13284   36      15          ANY         4277    161         11/31           0       0       
13285   36      15          ANY         4278    161         12/31           0       0       
13287   36      15          ANY         4279    161         13/31           0       0       
13288   36      15          ANY         4280    161         14/31           0       0       
13290   36      15          ANY         4281    161         15/31           0       0       
13292   36      15          ANY         4282    161         16/31           0       0       
13293   36      15          ANY         4283    161         17/31           0       0       
13295   36      15          ANY         4284    161         18/31           0       0       
13296   36      15          ANY         4285    161         19/31           0       0       
13298   36      15          ANY         4286    161         20/31           0       0       
13299   36      15          ANY         4287    161         21/31           0       0       
13301   36      15          ANY         4288    161         22/31           0       0       
13302   36      15          ANY         4289    161         23/31           0       0       
13304   36      15          ANY         4290    161         24/31           0       0       
13306   36      15          ANY         4291    161         25/31           0       0       
13307   36      15          ANY         4292    161         26/31           0       0       
13309   36      15          ANY         4293    161         27/31           0       0       
13310   36      15          ANY         4294    161         28/31           0       0       
13312   36      15          ANY         4295    161         29/31           0       0       
13313   36      15          ANY         4296    161         30/31           0       0       
13315   36      15          ANY         4297    161         31/31           0       1       
13316   9       17          ANY         4298    162         0/31            1       0       
13318   9       17          ANY         4299    162         1/31            0       0       
13320   9       17          ANY         4300    162         2/31            0       0       
13321   9       17          ANY         4301    162         3/31            0       0       
13323   9       17          ANY         4302    162         4/31            0       0       
13324   9       17          ANY         4303    162         5/31            0       0       
13326   9       17          ANY         4304    162         6/31            0       0       
13327   9       17          ANY         4305    162         7/31            0       0       
13329   9       17          ANY         4306    162         8/31            0       0       
13331   9       17          ANY         4307    162         9/31            0       0       
13332   9       17          ANY         4308    162         10/31           0       0       
13334   9       17          ANY         4309    162         11/31           0       0       
13335   9       17          ANY         4310    162         12/31           0       0       
13337   9       17          ANY         4311    162         13/31           0       0       
13338   9       17          ANY         4312    162         14/31           0       0       
13340   9       17          ANY         4313    162         15/31           0       0       
13342   9       17          ANY         4314    162         16/31           0       0       
13343   9       17          ANY         4315    162         17/31           0       0       
13345   9       17          ANY         4316    162         18/31           0       0       
13346   9       17          ANY         4317    162         19/31           0       0       
13348   9       17          ANY         4318    162         20/31           0       0       
13349   9       17          ANY         4319    162         21/31           0       0       
13351   9       17          ANY         4320    162         22/31           0       0       
13352   9       17          ANY         4321    162         23/31           0       0       
13354   9       17          ANY         4322    162         24/31           0       0       
13356   9       17          ANY         4323    162         25/31           0       0       
13357   9       17          ANY         4324    162         26/31           0       0       
13359   9       17          ANY         4325    162         27/31           0       0       
13360   9       17          ANY         4326    162         28/31           0       0       
13362   9       17          ANY         4327    162         29/31           0       0       
13363   9       17          ANY         4328    162         30/31           0       0       
13365   9       17          ANY         4329    162         31/31           0       1       
13366   62      23          ANY         4330    163         0/31            1       0       
13368   62      23          ANY         4331    163         1/31            0       0       
13370   62      23          ANY         4332    163         2/31            0       0       
13371   62      23          ANY         4333    163         3/31            0       0       
13373   62      23          ANY         4334    163         4/31            0       0       
13374   62      23          ANY         4335    163         5/31            0       0       
13376   62      23          ANY         4336    163         6/31            0       0       
13377   62      23          ANY         4337    163         7/31            0       0       
13379   62      23          ANY         4338    163         8/31            0       0       
13381   62      23          ANY         4339    163         9/31            0       0       
13382   62      23          ANY         4340    163         10/31           0       0       
13384   62      23          ANY         4341    163         11/31           0       0       
13385   62      23          ANY         4342    163         12/31           0       0       
13387   62      23          ANY         4343    163         13/31           0       0       
13388   62      23          ANY         4344    163         14/31           0       0       
13390   62      23          ANY         4345    163         15/31           0       0       
13392   62      23          ANY         4346    163         16/31           0       0       
13393   62      23          ANY         4347    163         17/31           0       0       
13395   62      23          ANY         4348    163         18/31           0       0       
13396   62      23          ANY         4349    163         19/31           0       0       
13398   62      23          ANY         4350    163         20/31           0       0       
13399   62      23          ANY         4351    163         21/31           0       0       
13401   62      23          ANY         4352    163         22/31           0       0       
13402   62      23          ANY         4353    163         23/31           0       0       
13404   62      23          ANY         4354    163         24/31           0       0       
13406   62      23          ANY         4355    163         25/31           0       0       
13407   62      23          ANY         4356    163         26/31           0       0       
13409   62      23          ANY         4357    163         27/31           0       0       
13410   62      23          ANY         4358    163         28/31           0       0       
13412   62      23          ANY         4359    163         29/31           0       0       
13413   62      23          ANY         4360    163         30/31           0       0       
13415   62      23          ANY         4361    163         31/31           0       1       
13416   33      23          ANY         4362    164         0/31            1       0       
13418   33      23          ANY         4363    164         1/31            0       0       
13420   33      23          ANY         4364    164         2/31            0       0       
13421   33      23          ANY         4365    164         3/31            0       0       
13423   33      23          ANY         4366    164         4/31            0       0       
13424   33      23          ANY         4367    164         5/31            0       0       
13426   33      23          ANY         4368    164         6/31            0       0       
13427   33      23          ANY         4369    164         7/31            0       0       
13429   33      23          ANY         4370    164         8/31            0       0       
13431   33      23          ANY         4371    164         9/31            0       0       
13432   33      23          ANY         4372    164         10/31           0       0       
13434   33      23          ANY         4373    164         11/31           0       0       
13435   33      23          ANY         4374    164         12/31           0       0       
13437   33      23          ANY         4375    164         13/31           0       0       
13438   33      23          ANY         4376    164         14/31           0       0       
13440   33      23          ANY         4377    164         15/31           0       0       
13442   33      23          ANY         4378    164         16/31           0       0       
13443   33      23          ANY         4379    164         17/31           0       0       
13445   33      23          ANY         4380    164         18/31           0       0       
13446   33      23          ANY         4381    164         19/31           0       0       
13448   33      23          ANY         4382    164         20/31           0       0       
13449   33      23          ANY         4383    164         21/31           0       0       
13451   33      23          ANY         4384    164         22/31           0       0       
13452   33      23          ANY         4385    164         23/31           0       0       
13454   33      23          ANY         4386    164         24/31           0       0       
13456   33      23          ANY         4387    164         25/31           0       0       
13457   33      23          ANY         4388    164         26/31           0       0       
13459   33      23          ANY         4389    164         27/31           0       0       
13460   33      23          ANY         4390    164         28/31           0       0       
13462   33      23          ANY         4391    164         29/31           0       0       
13463   33      23          ANY         4392    164         30/31           0       0       
13465   33      23          ANY         4393    164         31/31           0       1       
13466   0       16          ANY         4394    165         0/35            1       0       
13468   0       16          ANY         4395    165         1/35            0       0       
13470   0       16          ANY         4396    165         2/35            0       0       
13471   0       16          ANY         4397    165         3/35            0       0       
13473   0       16          ANY         4398    165         4/35            0       0       
13474   0       16          ANY         4399    165         5/35            0       0       
13476   0       16          ANY         4400    165         6/35            0       0       
13477   0       16          ANY         4401    165         7/35            0       0       
13479   0       16          ANY         4402    165         8/35            0       0       
13481   0       16          ANY         4403    165         9/35            0       0       
13482   0       16          ANY         4404    165         10/35           0       0       
13484   0       16          ANY         4405    165         11/35           0       0       
13485   0       16          ANY         4406    165         12/35           0       0       
13487   0       16          ANY         4407    165         13/35           0       0       
13488   0       16          ANY         4408    165         14/35           0       0       
13490   0       16          ANY         4409    165         15/35           0       0       
13492   0       16          ANY         4410    165         16/35           0       0       
13493   0       16          ANY         4411    165         17/35           0       0       
13495   0       16          ANY         4412    165         18/35           0       0       
13496   0       16          ANY         4413    165         19/35           0       0       
13498   0       16          ANY         4414    165         20/35           0       0       
13499   0       16          ANY         4415    165         21/35           0       0       
13501   0       16          ANY         4416    165         22/35           0       0       
13502   0       16          ANY         4417    165         23/35           0       0       
13504   0       16          ANY         4418    165         24/35           0       0       
13506   0       16          ANY         4419    165         25/35           0       0       
13507   0       16          ANY         4420    165         26/35           0       0       
13509   0       16          ANY         4421    165         27/35           0       0       
13510   0       16          ANY         4422    165         28/35           0       0       
13512   0       16          ANY         4423    165         29/35           0       0       
13513   0       16          ANY         4424    165         30/35           0       0       
13515   0       16          ANY         4425    165         31/35           0       0       
13516   0       16          ANY         4426    165         32/35           0       0       
13518   0       16          ANY         4427    165         33/35           0       0       
13520   0       16          ANY         4428    165         34/35           0       0       
13521   0       16          ANY         4429    165         35/35           0       1       
13523   0       23          ANY         4430    166         0/35            1       0       
13524   0       23          ANY         4431    166         1/35            0       0       
13526   0       23          ANY         4432    166         2/35            0       0       
13527   0       23          ANY         4433    166         3/35            0       0       
13529   0       23          ANY         4434    166         4/35            0       0       
13531   0       23          ANY         4435    166         5/35            0       0       
13532   0       23          ANY         4436    166         6/35            0       0       
13534   0       23          ANY         4437    166         7/35            0       0       
13535   0       23          ANY         4438    166         8/35            0       0       
13537   0       23          ANY         4439    166         9/35            0       0       
13538   0       23          ANY         4440    166         10/35           0       0       
13540   0       23          ANY         4441    166         11/35           0       0       
13542   0       23          ANY         4442    166         12/35           0       0       
13543   0       23          ANY         4443    166         13/35           0       0       
13545   0       23          ANY         4444    166         14/35           0       0       
13546   0       23          ANY         4445    166         15/35           0       0       
13548   0       23          ANY         4446    166         16/35           0       0       
13549   0       23          ANY         4447    166         17/35           0       0       
13551   0       23          ANY         4448    166         18/35           0       0       
13552   0       23          ANY         4449    166         19/35           0       0       
13554   0       23          ANY         4450    166         20/35           0       0       
13556   0       23          ANY         4451    166         21/35           0       0       
13557   0       23          ANY         4452    166         22/35           0       0       
13559   0       23          ANY         4453    166         23/35           0       0       
13560   0       23          ANY         4454    166         24/35           0       0       
13562   0       23          ANY         4455    166         25/35           0       0       
13563   0       23          ANY         4456    166         26/35           0       0       
13565   0       23          ANY         4457    166         27/35           0       0       
13566   0       23          ANY         4458    166         28/35           0       0       
13568   0       23          ANY         4459    166         29/35           0       0       
13570   0       23          ANY         4460    166         30/35           0       0       
13571   0       23          ANY         4461    166         31/35           0       0       
13573   0       23          ANY         4462    166         32/35           0       0       
13574   0       23          ANY         4463    166         33/35           0       0       
13576   0       23          ANY         4464    166         34/35           0       0       
13577   0       23          ANY         4465    166         35/35           0       1       
13579   20      27          ANY         4466    167         0/31            1       0       
13581   20      27          ANY         4467    167         1/31            0       0       
13582   20      27          ANY         4468    167         2/31            0       0       
13584   20      27          ANY         4469    167         3/31            0       0       
13585   20      27          ANY         4470    167         4/31            0       0       
13587   20      27          ANY         4471    167         5/31            0       0       
13588   20      27          ANY         4472    167         6/31            0       0       
13590   20      27          ANY         4473    167         7/31            0       0       
13592   20      27          ANY         4474    167         8/31            0       0       
13593   20      27          ANY         4475    167         9/31            0       0       
13595   20      27          ANY         4476    167         10/31           0       0       
13596   20      27          ANY         4477    167         11/31           0       0       
13598   20      27          ANY         4478    167         12/31           0       0       
13599   20      27          ANY         4479    167         13/31           0       0       
13601   20      27          ANY         4480    167         14/31           0       0       
13602   20      27          ANY         4481    167         15/31           0       0       
13604   20      27          ANY         4482    167         16/31           0       0       
13606   20      27          ANY         4483    167         17/31           0       0       
13607   20      27          ANY         4484    167         18/31           0       0       
13609   20      27          ANY         4485    167         19/31           0       0       
13610   20      27          ANY         4486    167         20/31           0       0       
13612   20      27          ANY         4487    167         21/31           0       0       
13613   20      27          ANY         4488    167         22/31           0       0       
13615   20      27          ANY         4489    167         23/31           0       0       
13616   20      27          ANY         4490    167         24/31           0       0       
13618   20      27          ANY         4491    167         25/31           0       0       
13620   20      27          ANY         4492    167         26/31           0       0       
13621   20      27          ANY         4493    167         27/31           0       0       
13623   20      27          ANY         4494    167         28/31           0       0       
13624   20      27          ANY         4495    167         29/31           0       0       
13626   20      27          ANY         4496    167         30/31           0       0       
13627   20      27          ANY         4497    167         31/31           0       1       
13629   30      27          ANY         4498    168         0/31            1       0       
13631   30      27          ANY         4499    168         1/31            0       0       
13632   30      27          ANY         4500    168         2/31            0       0       
13634   30      27          ANY         4501    168         3/31            0       0       
13635   30      27          ANY         4502    168         4/31            0       0       
13637   30      27          ANY         4503    168         5/31            0       0       
13638   30      27          ANY         4504    168         6/31            0       0       
13640   30      27          ANY         4505    168         7/31            0       0       
13642   30      27          ANY         4506    168         8/31            0       0       
13643   30      27          ANY         4507    168         9/31            0       0       
13645   30      27          ANY         4508    168         10/31           0       0       
13646   30      27          ANY         4509    168         11/31           0       0       
13648   30      27          ANY         4510    168         12/31           0       0       
13649   30      27          ANY         4511    168         13/31           0       0       
13651   30      27          ANY         4512    168         14/31           0       0       
13652   30      27          ANY         4513    168         15/31           0       0       
13654   30      27          ANY         4514    168         16/31           0       0       
13656   30      27          ANY         4515    168         17/31           0       0       
13657   30      27          ANY         4516    168         18/31           0       0       
13659   30      27          ANY         4517    168         19/31           0       0       
13660   30      27          ANY         4518    168         20/31           0       0       
13662   30      27          ANY         4519    168         21/31           0       0       
13663   30      27          ANY         4520    168         22/31           0       0       
13665   30      27          ANY         4521    168         23/31           0       0       
13666   30      27          ANY         4522    168         24/31           0       0       
13668   30      27          ANY         4523    168         25/31           0       0       
13670   30      27          ANY         4524    168         26/31           0       0       
13671   30      27          ANY         4525    168         27/31           0       0       
13673   30      27          ANY         4526    168         28/31           0       0       
13674   30      27          ANY         4527    168         29/31           0       0       
13676   30      27          ANY         4528    168         30/31           0       0       
13677   30      27          ANY         4529    168         31/31           0       1       
13679   0       22          ANY         4530    169         0/35            1       0       
13681   0       22          ANY         4531    169         1/35            0       0       
13682   0       22          ANY         4532    169         2/35            0       0       
13684   0       22          ANY         4533    169         3/35            0       0       
13685   0       22          ANY         4534    169         4/35            0       0       
13687   0       22          ANY         4535    169         5/35            0       0       
13688   0       22          ANY         4536    169         6/35            0       0       
13690   0       22          ANY         4537    169         7/35            0       0       
13692   0       22          ANY         4538    169         8/35            0       0       
13693   0       22          ANY         4539    169         9/35            0       0       
13695   0       22          ANY         4540    169         10/35           0       0       
13696   0       22          ANY         4541    169         11/35           0       0       
13698   0       22          ANY         4542    169         12/35           0       0       
13699   0       22          ANY         4543    169         13/35           0       0       
13701   0       22          ANY         4544    169         14/35           0       0       
13702   0       22          ANY         4545    169         15/35           0       0       
13704   0       22          ANY         4546    169         16/35           0       0       
13706   0       22          ANY         4547    169         17/35           0       0       
13707   0       22          ANY         4548    169         18/35           0       0       
13709   0       22          ANY         4549    169         19/35           0       0       
13710   0       22          ANY         4550    169         20/35           0       0       
13712   0       22          ANY         4551    169         21/35           0       0       
13713   0       22          ANY         4552    169         22/35           0       0       
13715   0       22          ANY         4553    169         23/35           0       0       
13716   0       22          ANY         4554    169         24/35           0       0       
13718   0       22          ANY         4555    169         25/35           0       0       
13720   0       22          ANY         4556    169         26/35           0       0       
13721   0       22          ANY         4557    169         27/35           0       0       
13723   0       22          ANY         4558    169         28/35           0       0       
13724   0       22          ANY         4559    169         29/35           0       0       
13726   0       22          ANY         4560    169         30/35           0       0       
13727   0       22          ANY         4561    169         31/35           0       0       
13729   0       22          ANY         4562    169         32/35           0       0       
13731   0       22          ANY         4563    169         33/35           0       0       
13732   0       22          ANY         4564    169         34/35           0       0       
13734   0       22          ANY         4565    169         35/35           0       1       
13735   45      27          ANY         4566    170         0/31            1       0       
13737   45      27          ANY         4567    170         1/31            0       0       
13738   45      27          ANY         4568    170         2/31            0       0       
13740   45      27          ANY         4569    170         3/31            0       0       
13742   45      27          ANY         4570    170         4/31            0       0       
13743   45      27          ANY         4571    170         5/31            0       0       
13745   45      27          ANY         4572    170         6/31            0       0       
13746   45      27          ANY         4573    170         7/31            0       0       
13748   45      27          ANY         4574    170         8/31            0       0       
13749   45      27          ANY         4575    170         9/31            0       0       
13751   45      27          ANY         4576    170         10/31           0       0       
13752   45      27          ANY         4577    170         11/31           0       0       
13754   45      27          ANY         4578    170         12/31           0       0       
13756   45      27          ANY         4579    170         13/31           0       0       
13757   45      27          ANY         4580    170         14/31           0       0       
13759   45      27          ANY         4581    170         15/31           0       0       
13760   45      27          ANY         4582    170         16/31           0       0       
13762   45      27          ANY         4583    170         17/31           0       0       
13763   45      27          ANY         4584    170         18/31           0       0       
13765   45      27          ANY         4585    170         19/31           0       0       
13766   45      27          ANY         4586    170         20/31           0       0       
13768   45      27          ANY         4587    170         21/31           0       0       
13770   45      27          ANY         4588    170         22/31           0       0       
13771   45      27          ANY         4589    170         23/31           0       0       
13773   45      27          ANY         4590    170         24/31           0       0       
13774   45      27          ANY         4591    170         25/31           0       0       
13776   45      27          ANY         4592    170         26/31           0       0       
13777   45      27          ANY         4593    170         27/31           0       0       
13779   45      27          ANY         4594    170         28/31           0       0       
13781   45      27          ANY         4595    170         29/31           0       0       
13782   45      27          ANY         4596    170         30/31           0       0       
13784   45      27          ANY         4597    170         31/31           0       1       
13785   10      28          ANY         4598    171         0/31            1       0       
13787   10      28          ANY         4599    171         1/31            0       0       
13788   10      28          ANY         4600    171         2/31            0       0       
13790   10      28          ANY         4601    171         3/31            0       0       
13792   10      28          ANY         4602    171         4/31            0       0       
13793   10      28          ANY         4603    171         5/31            0       0       
